0,0
9250,1
9252,2
9254,3
9256,4
9258,5
9259,6
9260,7
9261,8
9262,9
9263,10
9264,11
9265,12
9266,13
9267,14
9268,15
9269,16
9270,17
9271,18
9272,19
9273,20
9274,21
9275,22
9276,23
9277,24
9278,25
9279,26
9280,27
9281,28
9282,29
9284,30
9285,31
9286,32
9287,33
9288,34
9289,35
9290,36
9291,37
9292,38
9293,39
9294,40
9295,41
9296,42
9297,43
9298,44
9299,45
9300,46
9301,47
9302,48
9303,49
9304,50
9305,51
9306,52
9307,53
9308,54
9309,55
9310,56
9311,57
9312,58
9313,59
9314,60
9316,61
9318,62
9320,63
9321,64
9322,65
9323,66
9324,67
9325,68
9327,69
9330,70
9331,71
12321,72
12322,73
12323,74
12324,75
12325,76
12326,77
12327,78
12328,79
12329,80
12330,81
12331,82
12332,83
12333,84
12334,85
12335,86
12336,87
12337,88
12338,89
12339,90
12340,91
12341,92
12342,93
12343,94
12344,95
12345,96
12346,97
12347,98
12348,99
12349,100
12350,101
12351,102
12352,103
12353,104
12354,105
12355,106
12356,107
12357,108
12358,109
12359,110
12360,111
12361,112
12362,113
12363,114
12364,115
12365,116
12366,117
12367,118
12368,119
12369,120
12370,121
12371,122
12372,123
12373,124
12374,125
12375,126
12376,127
12377,128
12378,129
12379,130
12380,131
12381,132
12382,133
12383,134
12384,135
12385,136
12386,137
12387,138
12388,139
12389,140
12390,141
12391,142
12392,143
12393,144
12394,145
12395,146
12396,147
12397,148
12398,149
12399,150
12400,151
12401,152
12402,153
12403,154
12404,155
12405,156
12406,157
12407,158
12408,159
12409,160
12410,161
12411,162
12412,163
12413,164
12414,165
12577,166
12578,167
12579,168
12580,169
12581,170
12582,171
12583,172
12584,173
12585,174
12586,175
12587,176
12588,177
12589,178
12590,179
12591,180
12592,181
12593,182
12594,183
12595,184
12596,185
12597,186
12598,187
12599,188
12600,189
12601,190
12602,191
12603,192
12604,193
12605,194
12606,195
12607,196
12608,197
12609,198
12610,199
12611,200
12612,201
12613,202
12614,203
12615,204
12616,205
12617,206
12618,207
12619,208
12620,209
12621,210
12622,211
12623,212
12624,213
12625,214
12626,215
12627,216
12628,217
12629,218
12630,219
12631,220
12632,221
12633,222
12634,223
12635,224
12636,225
12637,226
12638,227
12639,228
12640,229
12641,230
12642,231
12643,232
12644,233
12645,234
12646,235
12647,236
12648,237
12649,238
12650,239
12651,240
12652,241
12653,242
12654,243
12655,244
12656,245
12657,246
12658,247
12659,248
12660,249
12661,250
12662,251
12663,252
12664,253
12665,254
12666,255
12667,256
12668,257
12669,258
12670,259
12833,260
12834,261
12835,262
12836,263
12837,264
12838,265
12839,266
12840,267
12841,268
12842,269
12843,270
12844,271
12845,272
12846,273
12847,274
12848,275
12849,276
12850,277
12851,278
12852,279
12853,280
12854,281
12855,282
12856,283
12857,284
12858,285
12859,286
12860,287
12861,288
12862,289
12863,290
12864,291
12865,292
12866,293
12867,294
12868,295
12869,296
12870,297
12871,298
12872,299
12873,300
12874,301
12875,302
12876,303
12877,304
12878,305
12879,306
12880,307
12881,308
12882,309
12883,310
12884,311
12885,312
12886,313
12887,314
12888,315
12889,316
12890,317
12891,318
12892,319
12893,320
12894,321
12895,322
12896,323
12897,324
12898,325
12899,326
12900,327
12901,328
12902,329
12903,330
12904,331
12905,332
12906,333
12907,334
12908,335
12909,336
12910,337
12911,338
12912,339
12913,340
12914,341
12915,342
12916,343
12917,344
12918,345
12919,346
12920,347
12921,348
12922,349
12923,350
12924,351
12925,352
12926,353
13089,354
13090,355
13091,356
13092,357
13093,358
13094,359
13095,360
13096,361
13097,362
13098,363
13099,364
13100,365
13101,366
13102,367
13103,368
13104,369
13105,370
13106,371
13107,372
13108,373
13109,374
13110,375
13111,376
13112,377
13113,378
13114,379
13115,380
13116,381
13117,382
13118,383
13119,384
13120,385
13121,386
13122,387
13123,388
13124,389
13125,390
13126,391
13127,392
13128,393
13129,394
13130,395
13131,396
13132,397
13133,398
13134,399
13135,400
13136,401
13137,402
13138,403
13139,404
13140,405
13141,406
13142,407
13143,408
13144,409
13145,410
13146,411
13147,412
13148,413
13149,414
13150,415
13151,416
13152,417
13153,418
13154,419
13155,420
13156,421
13157,422
13158,423
13159,424
13160,425
13161,426
13162,427
